policy,K,eps,answer_noise,rep_seed,episode_id,mode_name,question_cost,ask_counts_as_step,wrong_pick_fail,deadline_margin,success,steps,questions_asked,regret,map_correct,episode_max_steps,failure_by_wrong_pick,failure_by_timeout,entropy_before_first_ask,entropy_after_first_ask,effective_goal_count_before,effective_goal_count_after,ig_of_first_asked_question
random_ask,2,0.0,0.0,0,1,modeA,0.0,True,False,3,True,11,1,2.0,True,12,False,False,0.6931471805599433,0.32508297339144626,2.0,1.2195121951219512,0.3680642071684971
random_ask,2,0.0,0.0,0,2,modeA,0.0,True,False,3,True,7,1,2.0,True,8,False,False,0.6931471805599433,0.32508297339144626,2.0,1.2195121951219512,0.3680642071684971
random_ask,2,0.0,0.0,0,3,modeA,0.0,True,False,3,True,11,1,1.0,True,13,False,False,0.6931471805599433,0.32508297339144626,2.0,1.2195121951219512,0.3680642071684971
random_ask,2,0.0,0.0,0,4,modeA,0.0,True,False,3,True,6,1,2.0,True,7,False,False,0.6931471805599433,0.3488320958430298,2.0,1.246153846153846,0.3098835762452221
random_ask,2,0.0,0.0,0,5,modeA,0.0,True,False,3,False,10,3,3.0,True,10,False,True,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
random_ask,2,0.0,0.0,0,6,modeA,0.0,True,False,3,False,10,2,3.0,True,10,False,True,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
random_ask,2,0.0,0.0,0,7,modeA,0.0,True,False,3,True,12,1,2.0,True,13,False,False,0.6931471805599433,0.3488320958430298,2.0,1.246153846153846,0.3098835762452221
random_ask,2,0.0,0.0,0,8,modeA,0.0,True,False,3,True,14,1,2.0,True,15,False,False,0.6931471805599433,0.11924692639624293,2.0,1.0525951557093425,0.5595527478096078
random_ask,2,0.0,0.0,0,9,modeA,0.0,True,False,3,True,11,2,3.0,True,11,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
random_ask,2,0.0,0.0,0,10,modeA,0.0,True,False,3,True,5,1,1.0,True,7,False,False,0.6931471805599433,0.11924692639624293,2.0,1.0525951557093425,0.5595527478096078
random_ask,2,0.0,0.0,0,11,modeA,0.0,True,False,3,True,9,2,3.0,True,9,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
pomcp_planner,2,0.0,0.0,0,0,modeA,0.0,True,False,3,True,13,0,2.0,True,14,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
pomcp_planner,2,0.0,0.0,0,1,modeA,0.0,True,False,3,False,8,1,3.0,True,8,False,True,0.649895946011043,0.4536146399801015,1.8428967849217908,1.3894889084722228,0.34053122431105226
pomcp_planner,2,0.0,0.0,0,2,modeA,0.0,True,False,3,True,7,1,1.0,True,9,False,False,0.655413388001006,0.44438647255038205,1.8613075131145005,1.3749046201852178,0.34402666847547025
pomcp_planner,2,0.0,0.0,0,3,modeA,0.0,True,False,3,True,7,0,1.0,True,9,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
pomcp_planner,2,0.0,0.0,0,4,modeA,0.0,True,False,3,True,7,0,1.0,True,9,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
pomcp_planner,2,0.0,0.0,0,5,modeA,0.0,True,False,3,True,5,0,0.0,True,8,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
pomcp_planner,2,0.0,0.0,0,6,modeA,0.0,True,False,3,True,4,1,1.0,True,6,False,False,0.6931471805599433,0.3488320958430298,2.0,1.246153846153846,0.3098835762452221
pomcp_planner,2,0.0,0.0,0,7,modeA,0.0,True,False,3,True,9,0,0.0,True,12,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
pomcp_planner,2,0.0,0.0,0,8,modeA,0.0,True,False,3,False,8,1,3.0,True,8,False,True,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
pomcp_planner,2,0.0,0.0,0,9,modeA,0.0,True,False,3,True,9,1,2.0,True,10,False,False,0.6931471805599433,0.32508297339144626,2.0,1.2195121951219512,0.3680642071684971
pomcp_planner,2,0.0,0.0,0,10,modeA,0.0,True,False,3,True,7,0,0.0,True,10,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
pomcp_planner,2,0.0,0.0,0,11,modeA,0.0,True,False,3,True,11,0,0.0,True,14,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
ask_or_act,2,0.1,0.0,0,0,modeA,0.0,True,False,3,True,9,1,2.0,True,10,False,False,0.6931471805599433,0.32508297339144626,2.0,1.2195121951219512,0.3680642071684971
ask_or_act,2,0.1,0.0,0,1,modeA,0.0,True,False,3,True,8,2,2.0,True,9,False,False,0.6931471805599433,0.11924692639624293,2.0,1.0525951557093425,0.5595527478096078
ask_or_act,2,0.1,0.0,0,2,modeA,0.0,True,False,3,True,9,2,2.0,True,10,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
ask_or_act,2,0.1,0.0,0,3,modeA,0.0,True,False,3,True,9,1,1.0,True,11,False,False,0.6527465419158069,0.1832423064945053,1.8523541670596302,1.093833323532729,0.5241480240302561
ask_or_act,2,0.1,0.0,0,4,modeA,0.0,True,False,3,True,5,1,1.0,True,7,False,False,0.6931471805599433,0.32508297339144626,2.0,1.2195121951219512,0.3680642071684971
ask_or_act,2,0.1,0.0,0,5,modeA,0.0,True,False,3,True,8,0,1.0,True,10,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
ask_or_act,2,0.1,0.0,0,6,modeA,0.0,True,False,3,False,13,1,3.0,True,13,False,True,0.6931471805599433,0.32508297339144626,2.0,1.2195121951219512,0.3680642071684971
ask_or_act,2,0.1,0.0,0,7,modeA,0.0,True,False,3,True,7,1,1.0,True,9,False,False,0.6931471805599433,0.11924692639624293,2.0,1.0525951557093425,0.5595527478096078
ask_or_act,2,0.1,0.0,0,8,modeA,0.0,True,False,3,True,9,1,2.0,True,10,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
ask_or_act,2,0.1,0.0,0,9,modeA,0.0,True,False,3,True,11,2,2.0,True,12,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
ask_or_act,2,0.1,0.0,0,10,modeA,0.0,True,False,3,True,8,1,1.0,True,10,False,False,0.6931471805599433,0.32508297339144626,2.0,1.2195121951219512,0.3680642071684971
ask_or_act,2,0.1,0.0,0,11,modeA,0.0,True,False,3,True,6,1,1.0,True,8,False,False,0.6931471805599433,0.32508297339144626,2.0,1.2195121951219512,0.3680642071684971
never_ask,2,0.1,0.0,0,0,modeA,0.0,True,False,3,True,10,0,0.0,True,13,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
never_ask,2,0.1,0.0,0,1,modeA,0.0,True,False,3,True,9,0,2.0,True,10,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
never_ask,2,0.1,0.0,0,2,modeA,0.0,True,False,3,False,14,0,3.0,True,14,False,True,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
never_ask,2,0.1,0.0,0,3,modeA,0.0,True,False,3,True,4,0,1.0,True,6,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
never_ask,2,0.1,0.0,0,4,modeA,0.0,True,False,3,True,9,0,0.0,True,12,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
never_ask,2,0.1,0.0,0,5,modeA,0.0,True,False,3,True,7,0,0.0,True,10,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
never_ask,2,0.1,0.0,0,6,modeA,0.0,True,False,3,True,8,0,2.0,True,9,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
never_ask,2,0.1,0.0,0,7,modeA,0.0,True,False,3,True,9,0,0.0,True,12,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
never_ask,2,0.1,0.0,0,8,modeA,0.0,True,False,3,True,8,0,1.0,True,10,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
never_ask,2,0.1,0.0,0,9,modeA,0.0,True,False,3,True,8,0,3.0,True,8,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
never_ask,2,0.1,0.0,0,10,modeA,0.0,True,False,3,True,8,0,1.0,True,10,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
never_ask,2,0.1,0.0,0,11,modeA,0.0,True,False,3,True,8,0,2.0,True,9,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
always_ask,2,0.1,0.0,0,0,modeA,0.0,True,False,3,True,6,3,3.0,True,6,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
always_ask,2,0.1,0.0,0,1,modeA,0.0,True,False,3,True,7,1,1.0,True,9,False,False,0.6931471805599433,0.11924692639624293,2.0,1.0525951557093425,0.5595527478096078
always_ask,2,0.1,0.0,0,2,modeA,0.0,True,False,3,False,9,3,3.0,True,9,False,True,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
always_ask,2,0.1,0.0,0,3,modeA,0.0,True,False,3,True,8,3,3.0,True,8,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
always_ask,2,0.1,0.0,0,4,modeA,0.0,True,False,3,False,12,2,3.0,True,12,False,True,0.6931471805599433,0.32508297339144626,2.0,1.2195121951219512,0.3680642071684971
always_ask,2,0.1,0.0,0,5,modeA,0.0,True,False,3,False,7,3,3.0,True,7,False,True,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
always_ask,2,0.1,0.0,0,6,modeA,0.0,True,False,3,True,10,3,3.0,True,10,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
always_ask,2,0.1,0.0,0,7,modeA,0.0,True,False,3,False,5,1,3.0,False,5,False,True,0.6931471805599433,0.32508297339144626,2.0,1.2195121951219512,0.3680642071684971
always_ask,2,0.1,0.0,0,8,modeA,0.0,True,False,3,False,12,3,3.0,True,12,False,True,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
always_ask,2,0.1,0.0,0,9,modeA,0.0,True,False,3,True,7,1,3.0,True,7,False,False,0.6931471805599433,0.11924692639624293,2.0,1.0525951557093425,0.5595527478096078
always_ask,2,0.1,0.0,0,10,modeA,0.0,True,False,3,True,4,1,1.0,True,6,False,False,0.6931471805599433,0.11924692639624293,2.0,1.0525951557093425,0.5595527478096078
always_ask,2,0.1,0.0,0,11,modeA,0.0,True,False,3,True,7,1,1.0,True,9,False,False,0.6931471805599433,0.32508297339144626,2.0,1.2195121951219512,0.3680642071684971
info_gain_ask,2,0.1,0.0,0,0,modeA,0.0,True,False,3,True,9,1,1.0,True,11,False,False,0.6931471805599433,0.32508297339144626,2.0,1.2195121951219512,0.3680642071684971
info_gain_ask,2,0.1,0.0,0,1,modeA,0.0,True,False,3,True,7,1,1.0,True,9,False,False,0.6931471805599433,0.32508297339144626,2.0,1.2195121951219512,0.3680642071684971
info_gain_ask,2,0.1,0.0,0,2,modeA,0.0,True,False,3,True,4,1,1.0,True,6,False,False,0.6931471805599433,0.32508297339144626,2.0,1.2195121951219512,0.3680642071684971
info_gain_ask,2,0.1,0.0,0,3,modeA,0.0,True,False,3,True,9,1,2.0,True,10,False,False,0.6931471805599433,0.32508297339144626,2.0,1.2195121951219512,0.3680642071684971
info_gain_ask,2,0.1,0.0,0,4,modeA,0.0,True,False,3,True,5,1,1.0,True,7,False,False,0.6931471805599433,0.32508297339144626,2.0,1.2195121951219512,0.3680642071684971
info_gain_ask,2,0.1,0.0,0,5,modeA,0.0,True,False,3,True,6,1,1.0,True,8,False,False,0.6931471805599433,0.32508297339144626,2.0,1.2195121951219512,0.3680642071684971
info_gain_ask,2,0.1,0.0,0,6,modeA,0.0,True,False,3,True,10,1,3.0,True,10,False,False,0.6931471805599433,0.11924692639624293,2.0,1.0525951557093425,0.5595527478096078
info_gain_ask,2,0.1,0.0,0,7,modeA,0.0,True,False,3,True,8,2,3.0,True,8,False,False,0.6931471805599433,0.32508297339144626,2.0,1.2195121951219512,0.3680642071684971
info_gain_ask,2,0.1,0.0,0,8,modeA,0.0,True,False,3,True,10,1,3.0,True,10,False,False,0.6931471805599433,0.11924692639624293,2.0,1.0525951557093425,0.5595527478096078
info_gain_ask,2,0.1,0.0,0,9,modeA,0.0,True,False,3,True,5,1,1.0,True,7,False,False,0.6931471805599433,0.32508297339144626,2.0,1.2195121951219512,0.3680642071684971
info_gain_ask,2,0.1,0.0,0,10,modeA,0.0,True,False,3,True,8,1,1.0,True,10,False,False,0.6931471805599433,0.32508297339144626,2.0,1.2195121951219512,0.3680642071684971
info_gain_ask,2,0.1,0.0,0,11,modeA,0.0,True,False,3,True,6,1,1.0,True,8,False,False,0.6931471805599433,0.11924692639624293,2.0,1.0525951557093425,0.5595527478096078
easy_info_gain_ask,2,0.1,0.0,0,0,modeA,0.0,True,False,3,True,9,1,1.0,True,11,False,False,0.6931471805599433,0.32508297339144626,2.0,1.2195121951219512,0.3680642071684971
easy_info_gain_ask,2,0.1,0.0,0,1,modeA,0.0,True,False,3,True,9,1,3.0,True,9,False,False,0.6931471805599433,0.32508297339144626,2.0,1.2195121951219512,0.3680642071684971
easy_info_gain_ask,2,0.1,0.0,0,2,modeA,0.0,True,False,3,False,11,1,3.0,True,11,False,True,0.6931471805599433,0.32508297339144626,2.0,1.2195121951219512,0.3680642071684971
easy_info_gain_ask,2,0.1,0.0,0,3,modeA,0.0,True,False,3,True,9,1,2.0,True,10,False,False,0.6931471805599433,0.32508297339144626,2.0,1.2195121951219512,0.3680642071684971
easy_info_gain_ask,2,0.1,0.0,0,4,modeA,0.0,True,False,3,True,9,1,1.0,True,11,False,False,0.6931471805599433,0.32508297339144626,2.0,1.2195121951219512,0.3680642071684971
easy_info_gain_ask,2,0.1,0.0,0,5,modeA,0.0,True,False,3,True,7,1,2.0,True,8,False,False,0.6931471805599433,0.32508297339144626,2.0,1.2195121951219512,0.3680642071684971
easy_info_gain_ask,2,0.1,0.0,0,6,modeA,0.0,True,False,3,True,8,1,1.0,True,10,False,False,0.6931471805599433,0.32508297339144626,2.0,1.2195121951219512,0.3680642071684971
easy_info_gain_ask,2,0.1,0.0,0,7,modeA,0.0,True,False,3,True,4,1,1.0,True,6,False,False,0.6931471805599433,0.32508297339144626,2.0,1.2195121951219512,0.3680642071684971
easy_info_gain_ask,2,0.1,0.0,0,8,modeA,0.0,True,False,3,True,4,1,1.0,True,6,False,False,0.6931471805599433,0.32508297339144626,2.0,1.2195121951219512,0.3680642071684971
easy_info_gain_ask,2,0.1,0.0,0,9,modeA,0.0,True,False,3,True,6,1,1.0,True,8,False,False,0.6931471805599433,0.32508297339144626,2.0,1.2195121951219512,0.3680642071684971
easy_info_gain_ask,2,0.1,0.0,0,10,modeA,0.0,True,False,3,True,5,1,1.0,True,7,False,False,0.6931471805599433,0.32508297339144626,2.0,1.2195121951219512,0.3680642071684971
easy_info_gain_ask,2,0.1,0.0,0,11,modeA,0.0,True,False,3,True,6,1,1.0,True,8,False,False,0.6931471805599433,0.32508297339144626,2.0,1.2195121951219512,0.3680642071684971
random_ask,2,0.1,0.0,0,0,modeA,0.0,True,False,3,True,6,1,1.0,True,8,False,False,0.6931471805599433,0.11924692639624293,2.0,1.0525951557093425,0.5595527478096078
random_ask,2,0.1,0.0,0,1,modeA,0.0,True,False,3,True,5,1,1.0,True,7,False,False,0.6931471805599433,0.11924692639624293,2.0,1.0525951557093425,0.5595527478096078
random_ask,2,0.1,0.0,0,2,modeA,0.0,True,False,3,True,7,2,3.0,True,7,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
random_ask,2,0.1,0.0,0,3,modeA,0.0,True,False,3,True,9,1,2.0,True,10,False,False,0.6931471805599433,0.11924692639624293,2.0,1.0525951557093425,0.5595527478096078
random_ask,2,0.1,0.0,0,4,modeA,0.0,True,False,3,True,8,2,2.0,True,9,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
random_ask,2,0.1,0.0,0,5,modeA,0.0,True,False,3,True,7,2,2.0,True,8,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
random_ask,2,0.1,0.0,0,6,modeA,0.0,True,False,3,True,10,2,3.0,True,10,False,False,0.6931471805599433,0.6931471805599433,2.0,2.0,0.0
random_ask,2,0.1,0.0,0,7,modeA,0.0,True,False,3,True,7,1,1.0,True,9,False,False,0.6931471805599433,0.32508297339144626,2.0,1.2195121951219512,0.3680642071684971
random_ask,2,0.1,0.0,0,8,modeA,0.0,True,False,3,True,10,1,2.0,True,11,False,False,0.6931471805599433,0.32508297339144626,2.0,1.2195121951219512,0.3680642071684971
