policy,K,principal_beta,assistant_beta,principal_eps,assistant_eps,answer_noise,rep_seed,episode_id,success,steps,questions_asked,regret,map_correct,episode_max_steps,failure_by_wrong_pick,failure_by_timeout,entropy_before_first_ask,entropy_after_first_ask,effective_goal_count_before,effective_goal_count_after,ig_of_first_asked_question
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,0,16,True,5,1,1.5,True,9,False,False,1.0986122886681067,-1.110223024625156e-15,3.0,1.0,0.6365141682948128
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,0,17,True,11,1,2.5,True,14,False,False,1.0986122886681067,0.6931471805599433,3.0,2.0,0.6365141682948128
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,0,18,True,11,0,2.0,True,14,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,0,19,True,12,0,1.0,True,16,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,1,0,True,11,1,2.5,True,14,False,False,1.0986122886681067,-1.110223024625156e-15,3.0,1.0,1.0986122886681096
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,1,1,True,7,0,2.0,True,10,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,1,2,True,2,0,0.0,False,7,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,1,3,True,9,1,1.5,True,13,False,False,1.0986122886681067,-1.110223024625156e-15,3.0,1.0,1.0986122886681096
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,1,4,True,5,1,1.5,True,9,False,False,0.8406360980457874,-1.110223024625156e-15,2.174865014993155,1.0,0.6922236374038275
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,1,5,True,4,1,1.5,True,8,False,False,1.0986122886681067,-1.110223024625156e-15,3.0,1.0,0.6365141682948128
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,1,6,True,9,1,3.5,True,11,False,False,1.0986122886681067,0.6931471805599433,3.0,2.0,0.6365141682948128
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,1,7,True,3,0,0.0,False,8,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,1,8,True,9,1,2.5,True,12,False,False,1.0986122886681067,-1.110223024625156e-15,3.0,1.0,0.6365141682948128
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,1,9,True,10,0,3.0,True,12,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,1,10,False,15,1,5.5,True,15,False,True,1.0780174185156943,0.6676210884406106,2.887575874246193,1.903644564549782,0.663986353046395
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,1,11,True,11,0,5.0,True,11,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,1,12,False,12,0,5.0,True,12,False,True,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,1,13,True,16,0,4.0,True,17,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,1,14,True,7,1,1.5,True,11,False,False,1.0986122886681067,0.6931471805599433,3.0,2.0,0.6365141682948128
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,1,15,True,11,1,1.5,True,15,False,False,1.0986122886681067,-1.110223024625156e-15,3.0,1.0,0.6365141682948128
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,1,16,True,2,0,0.0,False,7,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,1,17,True,9,0,2.0,True,12,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,1,18,True,6,1,1.5,True,10,False,False,1.0697450197654848,0.6567176494879505,2.8465645616853115,1.8657239788829434,0.6678704963938153
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,1,19,False,10,1,5.5,True,10,False,True,1.0986122886681067,0.6931471805599433,3.0,2.0,0.6365141682948128
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,2,0,False,14,0,5.0,True,14,False,True,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,2,1,True,9,1,4.5,True,10,False,False,1.0986122886681067,0.6931471805599433,3.0,2.0,0.6365141682948128
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,2,2,True,7,0,0.0,True,12,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,2,3,True,8,0,1.0,True,12,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,2,4,True,7,0,1.0,True,11,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,2,5,True,10,1,1.5,True,14,False,False,1.0986122886681067,0.6931471805599433,3.0,2.0,0.6365141682948128
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,2,6,True,8,1,1.5,True,12,False,False,1.0986122886681067,-1.110223024625156e-15,3.0,1.0,0.6365141682948128
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,2,7,True,7,0,3.0,True,9,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,2,8,True,4,0,0.0,False,9,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,2,9,True,6,0,0.0,False,11,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,2,10,False,9,1,5.5,True,9,False,True,1.0986122886681067,0.6931471805599433,3.0,2.0,0.6365141682948128
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,2,11,True,3,1,1.5,True,7,False,False,1.0986122886681067,0.6931471805599433,3.0,2.0,0.6365141682948128
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,2,12,True,6,1,1.5,True,10,False,False,1.0986122886681067,-1.110223024625156e-15,3.0,1.0,0.6365141682948128
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,2,13,True,4,0,0.0,False,9,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,2,14,True,10,0,1.0,True,14,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,2,15,True,9,1,1.5,True,13,False,False,1.0986122886681067,-1.110223024625156e-15,3.0,1.0,0.6365141682948128
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,2,16,True,4,1,1.5,True,8,False,False,1.0986122886681067,-1.110223024625156e-15,3.0,1.0,1.0986122886681096
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,2,17,True,14,0,4.0,True,15,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,2,18,True,5,1,1.5,True,9,False,False,1.0986122886681067,0.6931471805599433,3.0,2.0,0.6365141682948128
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,2,19,True,12,0,2.0,True,15,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,3,0,True,11,0,2.0,True,14,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,3,1,True,6,0,2.0,True,9,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,3,2,False,15,1,5.5,True,15,False,True,1.0986122886681067,0.6931471805599433,3.0,2.0,0.6365141682948128
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,3,3,True,10,0,1.0,True,14,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,3,4,True,5,1,1.5,True,9,False,False,1.0986122886681067,-1.110223024625156e-15,3.0,1.0,1.0986122886681096
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,3,5,True,3,1,1.5,True,7,False,False,1.0986122886681067,-1.110223024625156e-15,3.0,1.0,1.0986122886681096
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,3,6,True,5,0,1.0,True,9,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,3,7,True,12,1,2.5,True,15,False,False,1.0986122886681067,0.6931471805599433,3.0,2.0,0.6365141682948128
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,3,8,False,8,0,5.0,True,8,False,True,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,3,9,True,6,1,3.5,True,8,False,False,1.0040552254697626,0.562048379006566,2.5782998847547858,1.5993321286434814,0.6829325906556434
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,3,10,True,9,1,1.5,True,13,False,False,1.0986122886681067,0.6931471805599433,3.0,2.0,0.6365141682948128
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,3,11,True,4,1,1.5,True,8,False,False,1.0986122886681067,0.6931471805599433,3.0,2.0,0.6365141682948128
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,3,12,True,10,1,4.5,True,11,False,False,1.0986122886681067,0.6931471805599433,3.0,2.0,0.6365141682948128
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,3,13,True,4,1,1.5,True,8,False,False,1.0986122886681067,-1.110223024625156e-15,3.0,1.0,0.6365141682948128
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,3,14,True,11,0,2.0,True,14,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,3,15,True,2,0,0.0,False,7,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,3,16,False,10,1,5.5,True,10,False,True,1.0986122886681067,0.6931471805599433,3.0,2.0,0.6365141682948128
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,3,17,True,10,0,0.0,True,15,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,3,18,True,9,1,1.5,True,13,False,False,1.0986122886681067,-1.110223024625156e-15,3.0,1.0,0.6365141682948128
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,3,19,True,9,0,0.0,True,14,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,4,0,False,12,1,5.5,True,12,False,True,1.0986122886681067,0.6931471805599433,3.0,2.0,0.6365141682948128
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,4,1,True,7,1,1.5,True,11,False,False,1.0986122886681067,0.6931471805599433,3.0,2.0,0.6365141682948128
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,4,2,True,7,1,2.5,True,10,False,False,1.0986122886681067,-1.110223024625156e-15,3.0,1.0,0.6365141682948128
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,4,3,True,10,0,4.0,True,11,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,4,4,True,4,1,1.5,True,8,False,False,1.0986122886681067,-1.110223024625156e-15,3.0,1.0,0.6365141682948128
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,4,5,True,10,0,1.0,True,14,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,4,6,True,11,0,2.0,True,14,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,4,7,False,10,1,5.5,True,10,False,True,1.0986122886681067,0.6931471805599433,3.0,2.0,0.6365141682948128
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,4,8,False,10,0,5.0,True,10,False,True,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,4,9,True,8,1,3.5,True,10,False,False,1.0986122886681067,-1.110223024625156e-15,3.0,1.0,0.6365141682948128
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,4,10,True,10,1,1.5,True,14,False,False,1.0986122886681067,0.6931471805599433,3.0,2.0,0.6365141682948128
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,4,11,True,8,1,4.5,True,9,False,False,1.0986122886681067,0.6931471805599433,3.0,2.0,0.6365141682948128
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,4,12,True,7,0,3.0,True,9,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,4,13,True,8,1,2.5,True,11,False,False,1.0986122886681067,0.6931471805599433,3.0,2.0,0.6365141682948128
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,4,14,True,4,1,1.5,True,8,False,False,1.0986122886681067,0.6931471805599433,3.0,2.0,0.6365141682948128
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,4,15,True,9,1,1.5,True,13,False,False,1.0986122886681067,0.6931471805599433,3.0,2.0,0.6365141682948128
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,4,16,True,6,1,3.5,True,8,False,False,1.0986122886681067,0.6931471805599433,3.0,2.0,0.6365141682948128
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,4,17,True,10,1,1.5,True,14,False,False,1.0986122886681067,0.6931471805599433,3.0,2.0,0.6365141682948128
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,4,18,True,13,1,2.5,True,16,False,False,1.0734410962528567,-1.110223024625156e-15,2.850130565669843,1.0,0.6862708412962417
ask_or_act,3,1.0,2.0,0.05,0.05,0.0,4,19,True,8,0,5.0,True,8,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,0,0,True,11,0,2.0,True,14,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,0,1,True,9,0,4.0,True,10,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,0,2,True,8,0,3.0,True,10,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,0,3,True,11,0,3.0,True,13,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,0,4,True,14,0,5.0,True,14,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,0,5,True,11,0,4.0,True,12,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,0,6,True,2,0,0.0,True,7,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,0,7,True,5,0,2.0,True,8,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,0,8,True,10,0,1.0,True,14,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,0,9,False,13,0,5.0,True,13,False,True,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,0,10,True,5,0,0.0,False,10,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,0,11,True,10,0,2.0,True,13,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,0,12,True,5,0,2.0,True,8,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,0,13,False,9,0,5.0,True,9,False,True,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,0,14,True,17,0,5.0,True,17,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,0,15,False,16,0,5.0,True,16,False,True,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,0,16,True,4,0,0.0,True,9,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,0,17,True,12,0,3.0,True,14,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,0,18,True,11,0,2.0,True,14,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,0,19,True,12,0,1.0,True,16,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,1,0,True,10,0,1.0,True,14,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,1,1,True,7,0,2.0,True,10,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,1,2,True,2,0,0.0,False,7,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,1,3,True,12,0,4.0,True,13,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,1,4,True,4,0,0.0,True,9,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,1,5,False,8,0,5.0,True,8,False,True,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,1,6,True,11,0,5.0,True,11,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,1,7,True,3,0,0.0,False,8,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,1,8,True,12,0,5.0,True,12,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,1,9,True,10,0,3.0,True,12,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,1,10,False,15,0,5.0,True,15,False,True,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,1,11,True,11,0,5.0,True,11,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,1,12,False,12,0,5.0,True,12,False,True,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,1,13,True,16,0,4.0,True,17,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,1,14,True,9,0,3.0,True,11,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,1,15,True,13,0,3.0,True,15,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,1,16,True,2,0,0.0,False,7,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,1,17,True,9,0,2.0,True,12,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,1,18,False,10,0,5.0,True,10,False,True,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,1,19,False,10,0,5.0,True,10,False,True,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,2,0,False,14,0,5.0,True,14,False,True,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,2,1,False,10,0,5.0,True,10,False,True,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,2,2,True,7,0,0.0,True,12,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,2,3,True,8,0,1.0,True,12,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,2,4,True,7,0,1.0,True,11,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,2,5,True,11,0,2.0,True,14,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,2,6,False,12,0,5.0,True,12,False,True,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,2,7,True,7,0,3.0,True,9,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,2,8,True,4,0,0.0,False,9,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,2,9,True,6,0,0.0,False,11,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,2,10,True,9,0,5.0,True,9,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,2,11,True,4,0,2.0,True,7,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,2,12,True,8,0,3.0,True,10,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,2,13,True,4,0,0.0,False,9,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,2,14,True,10,0,1.0,True,14,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,2,15,True,8,0,0.0,True,13,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,2,16,True,3,0,0.0,True,8,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,2,17,True,14,0,4.0,True,15,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,2,18,True,4,0,0.0,False,9,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,2,19,True,12,0,2.0,True,15,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,3,0,True,11,0,2.0,True,14,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,3,1,True,6,0,2.0,True,9,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,3,2,False,15,0,5.0,True,15,False,True,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,3,3,True,10,0,1.0,True,14,False,False,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
never_ask,3,1.0,2.0,0.05,0.05,0.0,3,4,False,9,0,5.0,True,9,False,True,1.0986122886681067,1.0986122886681067,3.0,3.0,0.0
