policy,K,eps,beta,answer_noise,rep_seed,episode_id,template_id,template_split,heldout_template_ids,success,steps,questions_asked,regret,map_correct,episode_max_steps,failure_by_wrong_pick,failure_by_timeout,entropy_before_first_ask,entropy_after_first_ask,effective_goal_count_before,effective_goal_count_after,ig_of_first_asked_question
ask_or_act,1,0.0,1.0,0.0,2,2,3,heldout,3,True,4,0,0.0,True,9,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,2,3,3,heldout,3,True,5,0,1.0,True,9,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,2,4,3,heldout,3,True,6,0,0.0,True,11,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,2,5,3,heldout,3,True,10,0,1.0,True,14,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,2,6,3,heldout,3,True,8,0,1.0,True,12,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,2,7,3,heldout,3,True,9,0,0.0,True,14,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,2,8,3,heldout,3,True,4,0,0.0,True,9,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,2,9,3,heldout,3,True,3,0,0.0,True,8,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,2,10,3,heldout,3,True,3,0,0.0,True,8,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,2,11,3,heldout,3,True,11,0,3.0,True,13,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,2,12,3,heldout,3,True,15,0,3.0,True,17,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,2,13,3,heldout,3,True,8,0,0.0,True,13,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,2,14,3,heldout,3,True,3,0,0.0,True,8,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,2,15,3,heldout,3,True,3,0,0.0,True,8,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,2,16,3,heldout,3,True,4,0,0.0,True,9,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,2,17,3,heldout,3,True,10,0,0.0,True,15,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,2,18,3,heldout,3,True,11,0,1.0,True,15,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,2,19,3,heldout,3,True,2,0,0.0,True,7,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,3,0,3,heldout,3,True,8,0,0.0,True,13,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,3,1,3,heldout,3,True,3,0,0.0,True,8,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,3,2,3,heldout,3,True,9,0,1.0,True,13,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,3,3,3,heldout,3,True,7,0,0.0,True,12,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,3,4,3,heldout,3,True,8,0,1.0,True,12,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,3,5,3,heldout,3,True,7,0,1.0,True,11,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,3,6,3,heldout,3,True,2,0,0.0,True,7,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,3,7,3,heldout,3,True,4,0,0.0,True,9,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,3,8,3,heldout,3,True,6,0,1.0,True,10,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,3,9,3,heldout,3,True,12,0,2.0,True,15,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,3,10,3,heldout,3,True,7,0,1.0,True,11,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,3,11,3,heldout,3,True,3,0,0.0,True,8,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,3,12,3,heldout,3,True,6,0,0.0,True,11,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,3,13,3,heldout,3,True,6,0,1.0,True,10,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,3,14,3,heldout,3,True,10,0,2.0,True,13,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,3,15,3,heldout,3,True,2,0,0.0,True,7,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,3,16,3,heldout,3,True,9,0,0.0,True,14,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,3,17,3,heldout,3,True,8,0,0.0,True,13,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,3,18,3,heldout,3,True,4,0,0.0,True,9,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,3,19,3,heldout,3,True,4,0,1.0,True,8,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,4,0,3,heldout,3,True,9,0,0.0,True,14,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,4,1,3,heldout,3,True,7,0,0.0,True,12,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,4,2,3,heldout,3,True,8,0,1.0,True,12,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,4,3,3,heldout,3,True,3,0,0.0,True,8,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,4,4,3,heldout,3,True,6,0,0.0,True,11,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,4,5,3,heldout,3,True,7,0,0.0,True,12,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,4,6,3,heldout,3,True,7,0,0.0,True,12,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,4,7,3,heldout,3,True,5,0,1.0,True,9,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,4,8,3,heldout,3,True,9,0,0.0,True,14,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,4,9,3,heldout,3,True,3,0,0.0,True,8,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,4,10,3,heldout,3,True,6,0,1.0,True,10,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,4,11,3,heldout,3,True,11,0,1.0,True,15,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,4,12,3,heldout,3,True,12,0,2.0,True,15,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,4,13,3,heldout,3,True,9,0,1.0,True,13,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,4,14,3,heldout,3,True,6,0,0.0,True,11,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,4,15,3,heldout,3,True,2,0,0.0,True,7,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,4,16,3,heldout,3,True,11,0,1.0,True,15,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,4,17,3,heldout,3,True,3,0,0.0,True,8,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,4,18,3,heldout,3,True,3,0,0.0,True,8,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
ask_or_act,1,0.0,1.0,0.0,4,19,3,heldout,3,True,4,0,0.0,True,9,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,0,0,3,heldout,3,True,13,0,2.0,True,16,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,0,1,3,heldout,3,True,7,0,0.0,True,12,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,0,2,3,heldout,3,True,6,0,1.0,True,10,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,0,3,3,heldout,3,True,3,0,0.0,True,8,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,0,4,3,heldout,3,True,9,0,0.0,True,14,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,0,5,3,heldout,3,True,4,0,0.0,True,9,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,0,6,3,heldout,3,True,8,0,0.0,True,13,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,0,7,3,heldout,3,True,4,0,1.0,True,8,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,0,8,3,heldout,3,True,7,0,0.0,True,12,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,0,9,3,heldout,3,True,5,0,0.0,True,10,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,0,10,3,heldout,3,True,9,0,0.0,True,14,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,0,11,3,heldout,3,True,5,0,0.0,True,10,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,0,12,3,heldout,3,True,13,0,3.0,True,15,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,0,13,3,heldout,3,True,3,0,0.0,True,8,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,0,14,3,heldout,3,True,6,0,0.0,True,11,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,0,15,3,heldout,3,True,3,0,0.0,True,8,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,0,16,3,heldout,3,True,7,0,0.0,True,12,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,0,17,3,heldout,3,True,9,0,1.0,True,13,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,0,18,3,heldout,3,True,10,0,0.0,True,15,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,0,19,3,heldout,3,True,3,0,0.0,True,8,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,1,0,3,heldout,3,True,6,0,0.0,True,11,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,1,1,3,heldout,3,True,3,0,0.0,True,8,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,1,2,3,heldout,3,True,4,0,0.0,True,9,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,1,3,3,heldout,3,True,9,0,0.0,True,14,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,1,4,3,heldout,3,True,3,0,0.0,True,8,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,1,5,3,heldout,3,True,10,0,1.0,True,14,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,1,6,3,heldout,3,True,10,0,0.0,True,15,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,1,7,3,heldout,3,True,8,0,0.0,True,13,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,1,8,3,heldout,3,True,9,0,1.0,True,13,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,1,9,3,heldout,3,True,4,0,0.0,True,9,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,1,10,3,heldout,3,True,8,0,2.0,True,11,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,1,11,3,heldout,3,True,11,0,1.0,True,15,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,1,12,3,heldout,3,True,3,0,0.0,True,8,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,1,13,3,heldout,3,True,3,0,0.0,True,8,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,1,14,3,heldout,3,True,3,0,0.0,True,8,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,1,15,3,heldout,3,True,5,0,0.0,True,10,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,1,16,3,heldout,3,True,8,0,1.0,True,12,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,1,17,3,heldout,3,True,13,0,2.0,True,16,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,1,18,3,heldout,3,True,3,0,0.0,True,8,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,1,19,3,heldout,3,True,7,0,0.0,True,12,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,2,0,3,heldout,3,True,9,0,0.0,True,14,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,2,1,3,heldout,3,True,3,0,0.0,True,8,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,2,2,3,heldout,3,True,4,0,0.0,True,9,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,2,3,3,heldout,3,True,5,0,1.0,True,9,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,2,4,3,heldout,3,True,6,0,0.0,True,11,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,2,5,3,heldout,3,True,10,0,1.0,True,14,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,2,6,3,heldout,3,True,8,0,1.0,True,12,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,2,7,3,heldout,3,True,9,0,0.0,True,14,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,2,8,3,heldout,3,True,4,0,0.0,True,9,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,2,9,3,heldout,3,True,3,0,0.0,True,8,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,2,10,3,heldout,3,True,3,0,0.0,True,8,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,2,11,3,heldout,3,True,11,0,3.0,True,13,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,2,12,3,heldout,3,True,15,0,3.0,True,17,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,2,13,3,heldout,3,True,8,0,0.0,True,13,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,2,14,3,heldout,3,True,3,0,0.0,True,8,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
info_gain_ask,1,0.0,1.0,0.0,2,15,3,heldout,3,True,3,0,0.0,True,8,False,False,-1.110223024625156e-15,-1.110223024625156e-15,1.0,1.0,0.0
